,text
2680," Since , Derek Jeter&# ;s multi-hit games vs are th most among behind Gehrig&# ;s , Ruth&# ;s an&# ;"
6946, My bitch makes your bitch look like precious &# ;&# ;&# ;&# ; #thebooty #ohgawd #bae 
1284, fuck that. she better laminate my face. You&# ;re a grown man and think eating pussy is emasculating?
118, Those Jews are assholes. Most Jews are secular and humanist. Most Muslims are Islamists. 
4375, Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude 
4366," Protest climate change, leaves trash behind. #VotingMatters"
1260, Shit I wish it was socially acceptable for me to beat some of these bitches asses. Lmao
6037,donkey son of a bitch mother fucker
2309,Marcus Smart belongs on the Celtics. Both trash. It was destiny.
4814," in the trash, i hope. RT just dropped four new songs"
5431, but S HE got a pussy now which makes him a her. And she's bad. So..
1117,&# ; on my way to fuck ur bitch 
182," Ego so big I must admit , I got every reason to feel like I'm that bitch &# ;"
1637," could never kiss up to a bitch or follow up being someone. not my cup of tea , you hoes look foolish"
989,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War
11701, you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe
994,I'm bout to be.back on my old shit I miss my hoes texting me saying they wanna come see me
18882,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?
18316,No sex bitch I only want the neck bitch
3878,"RT Call me sexist whatever, but most of the girls I've met aren't cut out for working full time. #FeministsLookAway"
2967,Gotchya bitch
7281, Were you expecting anything short of fireworks in his final homestand? #FarewellCaptain 
4547,"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot"
2299,This Mexican bitch almost just hit me with her car and she sped over the speed bump JUST SO SHE COULD DO IT OMFG
1286," ""Fuck all the skinny bitches"" #NeverForget &# ;&# ; "
4808,"Definition of sexism... I'm not sexist, but I believe men and women have their roles in the house."
7291,Who the hell taught you how to fuck bitch toot it up
1918, Them aint the bitches im talkin bout &# ;&# ;&# ; aint no jungle fever over there LOL
1065,I been in Atlanta mins nd got bad hoes numbers
19713,"Like fucc I got into it wit my mama, ajay, the damn lunch lady, duddy, montea lowkey, &amp; some lit raggedy hoe &# ;&# ; all in one day"
20129," no shit you are, what euros would call a typical American, fat as fuck and goes to eat fast food all the time, dumb bitch."
4100, i still live with hope that one day a hot rich boy will fall in love with me even though im trash
3936, Come On Yankees Lets Keep This Game Going!!! We Must Win!!!!&# ;&# ;&# ;&# ;&# ;&# ;
8950,I just getting started oh ya we got it bitch.
4075, you dumb fuck that's not a fucking full address you dumbass I don't live in Plano so how the fuck would I know retard
859, Salon tries to shut down free speech and shut people up by playing a race card about an ideaology. #Islam
2438," ""The only thing that Collegefession has taught me is that in fact, these hoes ain't loyal"" - Stony Brook"
1036, -yr-old sold as #ISIS slave to a -yr-old man said she didn't know what rape meant- only that she woke up bleeding 
6694," so damn stupid, someone needs to sit that bitch down &amp; explain to her that #Communism is a p&# ;"
10926, Is dem? I wants to has my weenis swingin but da twitter say day shut my colored ass down
3863, yea he coming back him big rod doing something for that hoe
789, Never invest money into a broke bitch ..
1691, ratchet looking nigger
1382,I'm pussy I'm not about this internet life &# ;&# ;.
250,Can these birds shut the fuck up
8321,You are beyond retarded
11770," Stuff broke loose, must not panic and share GIF instead "
2888, yes!!! I love the hair on her pussy...lol
43,"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do."
3977, My dick is called Taco Bell because bitches love it in their mouths but hate it in their ass.
11384,This is fucking retarded
18926, That hoe Brittish got the fuckin NERVE
3063, &amp; th my guinea pig will haunt you
3261,I swear this hoe been following me ever since I went on break
6846, idc how cute you are that shit dont matter if you got a trash personality.
5847," Ur pal threat ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl"""
3798, suck a dick hoe
788,Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard
10812, Me: Do you sell any larger sized condoms? Her: Sir those are gallon trash bags! Me: *winks until security escorts me &# ;
18312,I want some monkey bread.
2947, I was impressed that anybody could chug a Smirnoff Ice that quickly.
2051,"Lol I make hoes madd hahhaha, ;)"
3305, joey r u a retard its about the defense and we only allow an avg of like point so u really need to
3531, Bet her pussy smell like dried up oysters
3207,Ray Rice is a bitch &amp; his wife is stupid for staying by his side.
4065, how is it being colored blind?
2887,&# ; Mimi too old to be covering her titties during sex&# ;&# ;&# ; bitch you childish
9301,"Kat adds ""delusional"" to her list of personality faults. #mkr"
1371, never followed him ignorant monkey
4744,where my scene hoes at?
7276, &# ; Women would put up with very little love as long as the man have money..gross&# ; bitches be with broke abus&# ;
1673,"Just cuz he looked at you doesn't mean he likes you, hoe"
8387," When your man call you a bitch when y'all arguing he don't think you really a bitch, you just actin like one"
5692,RT I promise I'm not sexist but wtf is this woman doing in a Ferrari?
4382, Monkey see &# ;&# ;monkey do hoes&# ;
3051, I'm so sick head colds suuuck. And on top of that had to challange me to a beer chug &# ;&# ;
7897, cant just tell me anything bitch im one click away from google at all times
10768,"Listen to her "" She curving you on the low "" What it mean if a girl thinks u have the hoes but u don't???"""
1401,"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary , give me a break, lol. #p "
11644, stockboy U should talk. U tweet lies and childish shit about Obama.youre very unqualified. You only appeal to dumb rednecks
18339, bitch i taught you i know my mess ups
19541, nothing like waiting till the last game of the season to peddle it shit website #heeb
1471, Or fags cause if you post you found him attractive as well Niggas who post trannys to see if a nigga thirsts ov&# ;
213," Kim Kardashian had a baby...in more important news, I took out the trash last night."
4149,"Stupid people talking smack on ""Uncle Tim Tom"" are the same ghetto fools w/no future. I'm surprised u ignorant niggaz even read or write."
1698," u want me to make u one of my ghetto nunchucks, they come in singles and double_ended"
4952,I want some monkey bread &# ;&# ;
2003,"I'm the real Tony Montana, I got naked bitches on a banana boat"
2505,I been getting money I ain't worried bout a hoe &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;
1787, You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!
4955, bitch you know the lingo hoe lol
11471, Europe needs to expel their Muslim immigrants.
4538,White trash bash &# ;&# ; 
19970,So scared for orientation.I hate meetin new people.They're gonna think im this quiet girl but really im the craziest bitch they'll ever meet
18894, Lil hoe 
366,I am such a daddy's girl it's crazy I will drop a bitch in a second over my dad bro.
7141, you already know mane since th grade I've been killin hoes
4530,Or a dumb bitch with no self esteem I can't decide. But for now it's saint &# ;
4310, I didn't know that was a fad sounds fucking retarded haha
3575, A monkey with a mustache by Thomas Kienzle 
1633,"And when bitches be like ""me and him against the world!"" bitch don't nobody even know y'all together -_- nobody hating."
4943," well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list"
7924,Sadboy bitch we worldwidee
5754,They told me to fuc wit bitches but never trust em They told me they my niggas but I never trust em
5803, Muslims always look to excuse the barbarity of Islam by changing the subject.
1529, We all know a bitch named Natalie
2045,Jhene Aiko ain't shit but a spiteful side hoe she ain't even fine
19499, lmao fucking bitch ima whoop you like a did yesterday but I'm trying to update the roster you down?
324,Heard that bitch gtta thang for them boss niggas
4377, I hate seeing women carrying on about how they could fuck somebody's man. Ok??? Trashy ass bitch.
9080,I love when people bitch about athletes being payed to much. Like they'd turn down millions What the fuck ever!
707, Ow &amp; while I'm at it where has gone the big lanky twat.
3468, The world is doing nothing. Islam is producing the terrorist activities and has been for years.
10259, &# ; When she waives her pussy fees&gt;&gt;&gt;&gt;&# ; bye Lawrence &# ;
2416,"ofcourse when someone asks what else to eat, jackass over here goes ""brownies"" BIG surprise here... #dingbat"
805, trash him for name calling? Read your Shit to me Bitch! That's all you got!!!!
3963,Like bitch you're a man. That means You don't show fear or pain. You be strong when others can't.
2186,retweeting ah bitch tweet is flirting nowadays
7918,I'm ready to bounce out dis bitch -.-
18251, niggah lol i had beers before i went to the bar then had beers at the bar then got a pck on the way home lool
6957,RT I'm not sexist... But why the heck do I have a girl as my personal trainer..??
9065,"Yep, sources confirmed it. That Iggy concert last night was trash"
4933," ""i miss my bf"" well, i miss limewire... sooo shut the fuck up, you whiny bitch"
19340," I love how ""twat"" is gender neutral."
10300,You know what im into nigga .. Money &amp; expensive bitches
9976," Muslims kill times that many innocent non Muslims every day, so I don't care."
9682,I asked the name of the bird ancient Egyptians used as the sun of god Heru (Horus).The Pheonix (firebird).
4409," I have four translations of the Quran. It is a murderous, hate mongering piece of filth."
2496,Im ready for today &# ;&# ;&# ;#iu #iubb #hoosiers #hoosierstate #ncaa #big #michigan #gameday #btown&# ; 
11452, Karma is only a bitch to bitches.
6200,Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game 
2016," I got Twitter, Facebook, &amp; Instagram.. The Fuk Yuh Mean ""send u a pic ?.. bitch you better Download my avi"
2742, you're are only a hoe when you fuck him and think you're pregnant ... Not when you party together &# ;
2579,I swear ain't nothing worse than a bad bitch that lost it
7566, I can post a picture of chrus at like in the morning and the little nigga will favorite and retweet that hoe
20067, But look at the reality disconnect. Burak says he is for freedom and against all slavery while at the ...
