,text
1777,Shoot that nigga &amp; his shorty bitch &# ;&# ;
4031, haha you bitch &# ; really tho it will be good to catch up yo ! It was pretty fun last time we chilled
6424, My body count went from to in one semester... I'm not a hoe just love sex -FAMU
3442,dis Morgan hoe in da middle of erything....
15400,Then i fuck yo bitch
9121,it's amazing what hood bitches wear I they body and in they head
3229, These hoes gon FIND a way to wear some spandex I tell&# ;ya
4406, alright bitch I hope someone deletes your life suck dicks and get hit by buses
7796,"&# ; When your ex hits you with that ""I miss you"" bullshit ...lol bitch die&# ; &# ;"
2914,"Good lord, I never met a bitch like this before"
2987, Big been trash for years now lol its a basketball conference now
6543,You're standing on a slippery slope where it's all too easy to... More for Libra 
5439,NBA ALLSTAR weekend is an unofficial negro holiday
3304,So now he wanna LIE !? &# ;&# ; he's a fuccing joke &# ;&# ; ajay gotta whole bitch but oml trynna argue wit me &amp; shit like FIR WHAT BOI !?
767,&# ; Niggas over ' with long ass monkey arms make the best cuddle buddies....so I heard&# ; ahaha a female told me this once&# ;&# ;&# ;
2141, once it gets cold yall gonna be trash again lol
8901, &# ; &# ; &# ; Everybody Loves Dej Loaf&# ; cause that's wifey&# ; fuck off kaya dats my bitch.&# ;&# ;&# ;&# ;&# ;
7561, Is dem? I wants to has my weenis swingin but da twitter say day shut my colored ass down
826, pussy
5328," Young, attractive, successful, supportive, faithful man w his own everything..u think bringing solely pussy to the table is &# ;"
1674,""" Yall shut up:p"" make me bitch"
2803, &# ;&# ;&# ; on God i be thinking that . lol people at school be showing me this nigguh videos . im like &# ; he famous oss &# ;
3273, I think it's time to bring out the drunken monkey
8900, Fuck the Yankees
9781, Real niggas move in silence bitch niggas make a scene cuz they not really wit the violence
1473, &# ; Niggas really be proud of having hoes. But how many of y'all gonna bring them dirty bitches home to your&# ;
16263, ' on these hoes. I am not fat. I'm big boned. hehehehehe.
8432,Protect your bitch at all costs
3250, I'm going to let the pussy out like fight night #vote sos
2274, nigger*
4992,TWITTER IS JUST LIKE REAL LIFE...filled with pussies.
6500, hey aklve! Im taking out the black ghetto trash. Youre blocked nigger
2024,Them pretty bitches love me them bitches love me #GUCCCCCI
1465,Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.
8624,Man I'm tryin to take my intoxication to Charlie Sheen levels today and I'm going to do just that
5229, bitch ass nikka took Flight Frm #Kenosha
1997, is that all u can say twat?
7556, u lost puppies dont know shit. Leave them niggers alone u can learn something besides how they like
3515,Never again will I put so much into a relationship unless the bitch ACTUALLY puts more effort into it than me.
16063,So many hoes whipped you would have thought we were still in slavery
6829,Happy th to these main bitches!!! Take it easy on the cigs! 
643,"I ain't talking onna phone, butch we straight TEXTING. Ion wanna go to the movies bitch we SEXIN &# ;"
16128, nip Im tryna buy a copy of #Crenshaw!! But your website is down.. Let me know something!
5742,Arturo keeps calling me ghetto &# ;
432,"happy bro, happy ho: ""Happy husband key to marriage? U of C study thinks so"" | "
3177,"Then you would've died if you didn't breathe, bitch"
6336, thank you jackass zebras
2962,&# ; Denzy tryna hoe broski Izzy &# ;&# ;&# ;
5008,Jihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. 
6857, Bitches will give their pussy to the whole community but wont give a nigga a piece of gum
3165," ""Pacer"" is short for pussy"
2531, People who would vote for Charlie Crist and Michelle Nunn are why our founders did NOT put a right to vote in our Constitut&# ;
431,I just seen the ugliest bitch in commercial history on Monday night football
900,"Amennn!!!!! "" If your girlfriend doesn't like that bitch, you don't talk to that bitch"""
3033,You know these hoes wishy washy
2861,This bitch literally just pulled a whopper from her fanny pack #america
3278,Just as trash as the others. Fixed none of my issues. Naw. Anyone download ios . . yet?
2898,"You little stupid ass bitch, i aint fuckin with you!!!!!"
2689,Anyone who came to the US as an indentured servant is white trash.
2448," I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater."
9096,Cuz they dont wanna b saved Why is saving hoes bad?
3733, yaaas bitch yaas u so hot bitch yaaas 
3822, fucking faggot
2546, handles lol that shit only hp now your bitch is stick soo I know was good with them double shifting aha
7722, If you get offended by tweets you're a bitch
8626,&# ; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &# ; - - - 
16241, This look more like your little baby son of a bitch. 
3680,I got money and hoes money and hoes
8853, I see y'all &# ;&# ;&# ;&# ;&# ;&# ;&# ; which one of y'all side bitches made this &# ;&# ;&# ;&# ;&# ; 
3283, &# ; Us calling females hoes for dressing as bunnies and cats for Halloween didn't discourage them one bit...lol&# ;G&# ;
1566, drawing myself an organic powdered goats milk bath with rose petals and chopped clams eww what just kidding it's Mr. Bubbl&# ;
7233,"Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all."
2360,"Thank you Charlie, Happy Thursday "
6798,Preach Ugly girls are the way to go man. Nobody got time for you pretty hoes
3735,So just chill hoe
9431, Ima make you my bitch &# ;
4912,im genuinely getting mad at this children's video game about mickey mouse and darkness and big keys
833, Touch my swag. Wish you could. RT &# ; I LOOK FLY. I LOOK GOOD. On my momma.... On my ho&# ;
1823, wtf hoe answer my question
2276, Cinco de way ho 
8850,"I figured that if hoes wanna play games, fuck em and leave em :)"
15402,&# ;&# ;&# ;&# ; got ur bitch tip toeing on my marble floors.......
3516, he is a pussy an wouldn't show up bro
7282,"I learned that every bad bitch comes wit mood swings just like mortal kombat, Liu Kang, so true mane"
4120,"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary , give me a break, lol. #p "
8142, I know you're gonna stalk my tweets so just know that you're a dumb fucking bitch!
2676, tx trash you know trouble w ACA is in GOP gov states but like you report lies anyway
1667,Peyton Manning is a goon fuck Eli's pussy ass
699,I had to hug the block. You bitches just wave at it
16078, Trent Richardson so trash
15456,So many weird people in the ghetto at this time.
9679,This Lil fraudulent bitch had the nerve to call my phone talking crazy bout how she get down nd puts&# ; 
540," Hey Liberals,meet future majority leader of the US Senate.Enjoy. Payback is a bitch. #p #stoprush #waar "
15748,Jenna played the Weeknd &amp; Mac just looked at us like theeeese bitches..
16285, #Neonics are deadly to #birds like the American Kestrel and #bees. Ask to take it off their shelves. #EcoWed 
2419,My life is going to a bitch for short weeks
7590,"If you a bad bitch, put ya hands up high"
2158, Making this first day my bitch
3115,Barkley is trash
3584,""" if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"
2182," Idk how people can just not have a job and stay at home all day watching tv, it was so boring for me to do it days idk ho&# ;"
1143," So you support ""illegals"" coming here and spreading disease among Americans Dream that bitch!"
2336," Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have , yeah."
572, trigger finger keep my pussy wet? no thanks
15385,"Fuck all that Some bitches so disrespectful they don't care. They will talk , fuck , ya boyfriend and still speak to the girlfriend."
8601, And the only band that sucked worse live is those fags Guns &amp; Poses.
3711,Add my snapchat lil bitch: TreVaughn 
615,MURDER HER When u fuck with crazy bitches shit like this happens :( Feel bad for ol boy 
15829, you got niggas &amp; I got bitches &# ;
2715," Her being albino isn't the problem. Its that gut, that hair, and that fish net she decided to wear. Sooo many things wrong w&# ;"
4936, &# ; Chief keef is trash.&# ;I'm glad someone said it
477, Wow Such banana So potassium Much yellow 
15008,It's been a minute since we chilled like we use to. I hope that pussy still feels like it use to.
5378, good girl is worth hoes
893," intimidated?! What pussies, all I see is a sweet, honest woman, but seriously you could make this stalking thing so much easier!"
6069, guess who's eating cracker b without you
130,Lmfao watching Brokeback Mountain with Taylor cuz we've both never seen it aha #queers 
7412,"Aint no hoe worth loosing your wife, aint no beef worth loosing your life!"
1209,Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls 
16271, dumb hoe
61,Literally just got shit on by a seagull..... You're gonna fuckin die bird
16141,My nigguh
405, Fvck friends &amp; fvck hoes
5046,Blac Chyna's ass should've threw him off first of all. It's wop sided and those cheek piercing trashy as hell.
2784, Some bitches forget you have to be a friend to keep a friend #getlostfakebitch&# ;
3587," &# ; When you accidentally say ""About a week ago"" bitch u just wanted to show Ya ass smh"
3563, Jackie weird .. like bitch hang with ppl ya age&# ;
9511,Or faggot Guess he got caught saying nigga.
3149, Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula.
4031,"If the words whore, hoe, slut, prostitute, ect werent invented, their would be alot more pussy to go round"
16136, Niggas loose they down bitch for a bitch who down to snitch &# ;&# ;
16337, lmao omm you see the bitch tryna act like she ain't feel it ahaha
346,She dont wanna fuck me she wanna fuck my wrist.. tell her like young dro fuck dat bitch!
16463,Fairy Tale Hat - free crochet pattern for child and adult at 
381,"Libs trash Saira Blair, an -year-old Republican who won a seat in the West Virginia legislature "
3675,Hunnit hoes in the house &amp; they all fckn Watch dog ass KB ball again. Ion see a bih cause they broke as hell places ain goin Broke or jail
1584, oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy
2945,"I don't get it. I'm either a pussy or troll. Where is the room for ""the truth"" and or ""my opinions on my TL""????? Social media fucked up."
694,How you livin hoe.
1694," One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;"
126, no one cares nigger
2094," nigga I seen yo ass at da welfare center, punk bitch, ain't worth my time"
3389,""" &# ; ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut yes lmfao"" "
16468,Call of duty out this bitch
5668,Sex with whoever I want whenever I want? Nah. My girl give me good pussy all the time.
1951,"I'm crazy poke out your eyes, slit yo clit, you give a shit cuz I'm the shit"
4832,Me n niccas ya type Neva exchange #'s .. Wanna talk down n still gain from us!
2831, just know a countryass old bitch in Tn. has ur back!
2736, When you eat the pussy so good she can't control her moans &# ;&# ;&# ; 
3801, you've been doing too much math homework hoe &# ;&# ;
2330,Yay I'm a redneck piece of shit! #sorrynotsorry
298,Alabama won tho. So roll tide bitch
1677,fuck her rite in the pussy
1429,"&# ;RT I don't want my man txtn, tlkn, lookin, yet alone speakin to you hoes. I'm not insecure at ALL. y'all hoes CANT BE Trusted"
